Name_audio;Transcription;label
19dec_D71_2; Кристина? Подожди, , Кристина, , Ханой. Что ты здесь делаешь, ты, вообще, восток не любила никогда. Ты чего здесь делаешь? Нет, подожди, а ты чего здесь делаешь? Ты чего? Подожди, а у тебя... Ты, ты за вьетнамца? Вышла? Серьёзно? Ты же, вообще, реально ненавидела восток, как ты здесь оказалась? Обалдеть! ;удивление
19dec_D72_1;Подожди. Ты? Подожди, но, я живу. Как? Ты то как тут? Ты, да, ты ты так изменился. Ты похудел. Подожди. Да хотела. Ну да, ты. Ты тут живешь? Ты постоянно …;удивление
19dec_D72_2;Крис? Да, а ты что тут делаешь? В ханое, ты ты , как ты, ты ж... Ты живешь здесь? А, ну приехал отдыхать, а ты? А ты здесь живешь? А, ну Слушай, обалдеть да прикинь. На 20 килограмм. А ты как вообще? Ты же в Париж хотела ехать жить. Ой подожди, у тебя кольцо? Ты здесь что-ли? За вьетнамца? Дак подожди ты ж вообще коротышек терпеть не могла. Нет.;удивление
19dec_D73_1;Подожди ты? Родион!? ты что перекрасился !? Я живу, подожди ты модель.... Ты похудел !? Ну... Да... Подожди, ты сюда переехал и работаешь моделью? Ты ты. Какая-то фантастика! .;удивление
19dec_D73_2; Крис? Ханой, чего ты здесь делаешь? Ну да, я моделью работаю. А ты что здесь делаешь? Подожди, ты беременна? А, подожди, какой у тебя.. У тебя чего, восьмой месяц уже? Подожди, здесь, от вьетнамца? Ничего себе! Ого. Да. А ты же в Европе хотела жить. Как ты здесь оказалась? ;удивление
19dec_K11_1; Ну всё, приехали. У Вас воды нет? Воды. Пожалуйста, мне плохо. У меня сейчас Я просто Я очень боюсь замкнутого пространства.Нет. Воды, воды! Или мне сейчас плохо будет! Пожалуйста, воды! Воды! Я просто. У меня Астма. Астма, понимаете? Да! ;страх
19dec_K11_2;Кристин? Воды нет, а что с Вами? А может быть Вам таблетку какую-то? Что? Тихо, успокойтесь. Дышите ровно, пожалуйста. Кристин, дышите ровно. Выдыхайте. Носом вдыхайте, ртом выдыхайте! ;страх
19dec_K12_1;Ну Все, все. У вас . вода есть? Я, я, я просто очень боюсь замкнутого пространства. . Сейчас. . Нет. Ну что-нибудь у вас есть, пожалуйста или вызовите. Я не знаю! Сделаете что-нибудь! . Да , понимаете вы? Мне… . Да все..;страх
19dec_K12_2;Нет. А что с вами? . Сейчас подождите. . Ровно дышите. . А что нужно? . Сейчас подождите. . У меня зарядка села, дайте свой телефон. . Телефон свой дайте. Успокойтесь! Тихо, спокойно, спокойно! Не надо нервничать. Дышите ровно. Дышите. Смотрите на меня. Успокойтесь! Успокойтесь! Дайте свой телефон, телефон;страх
19dec_K13_1;Все..Господи, зачем я села в этот лифт? Ну я же знаю, что нельзя. . Мне сейчас просто плохо будет, понимете? У меня . Я, я очень боюсь замкнутого пространства! . Сейчас. . Мне кажется сейчас нас задавит! . Да! . Нет! Подождите, нет. Я . Я сейчас . Сейчас мне плохо будет, понимаете? Я сейчас упаду в обморок. подождите. . Мне кажется. Мне кажется, что стены давят. Понимаете? Я очень боюсь замкнутого пространства…;страх
19dec_K13_2;Что, что с вами? Может вам нужно что-то? Подождите, что вам нужно скажите щас. . Смотрите на меня, успокойтесь девушка, девушка девушка успокойтесь смотрите на меня, дышите ровно, ровно дышите, смотрите на меня, откройте глаза. Не, не поникуйте, что вам нужно скажите. . Щас я позвоню. . что сделать то, .;страх
19dec_K21_1;А вы слышали Марья Сергеевна она уволилась из раздела маркетинга? Я, она уехала у нее там с мамой беда какая-то и она, то есть вообще с концами, в общем. Просто это единственный... Ну да и как человек знаете она всегда поддержит и с ней поговорить по душам как-то можно было, а щас. Ну да. Да и работник хороший какой был. Стаж такой. С мамой у нее.;грусть
19dec_K21_2;Да. Жалко, конечно. Коллега хорошая была. Да. 10 лет вместе проработали. А что у нее случилось?;грусть
19dec_K22_1;Слышали да? Марья Сергеевна уволилась. Она уехала и, вроде как вообще с концами у неё там с мамой какая-то беда и сидеть некому, ну с мамой всмысле сидеть некому. Ну да. Столько в компанию вложил конечно Да знаете, когда коллектив вообще разваливается это , она конечно да. Но а вы с ней давно были знакомы? лет пять;грусть
19dec_K22_2;Да. Да. Жалко, конечно. Человек хороший да и по работе всегда помогала. Да. . Лет 5. .;грусть
19dec_K23_1;Вы слышали, да, Марья Сергеевна она уволилась из отдела совсем. . Уехала куда-то. У нее там с мамой проблемы какие-то. Конечно, как без нее сейчас. Ну. Да, все-таки организаторские способности. . У нее были лучше всех. А человека еще. Да. . Помните, в прошлый корпоратив она…;грусть
19dec_K23_2;Да , слышал. Ну у нас отдел точно без неё больше не справиться . Всё на ней держалось. Заботливая была очень. да.;грусть
19dec_K31_1;Вот пожалуйста, вот что это такое? Я просто не понимаю этому же человеку ему же еще хватило прилюдно это, так сказать, сказать, что вот они уволены за невыполнение. А вы вообще че вы сидели как мямля , вас когда спраши, вас вообще когда кто нибудь спрашивает вы когда нибудь можете за себя постоять просто напросто, я, я сидела, между прочим я заступалась за себя и за вас.;гнев
19dec_K31_2;Чего вы на меня кричите? Я не понимаю? Что я сделал? А чего вы сидели? Вы что самая умная что ли? Давайте тоже сделайте что-нибудь тогда. Конечно! Блин, сейчас вмажу чем-нибудь.;гнев
19dec_K32_1;Ну вот и что вы стоите, Родион Владимирович? Вам нравится вся эта ситуация, которая произошла? А да? А вы нет. А почему вы? Вы даже за себя постоять не можете. Вы не то, что за себя, вы за кого-то другого, я вообще молчу! Я не самая умная, но дорогой мой, когда вас унижают прилюдно вы можете заступиться! Я уж не говорю заступиться за девушку, вы даже за себя не можете постоять, понимаете? Я столько проработала на эту контору! И по итогу я должна потом выслушивать? Это мои проблемы? Да, конечно, Родион Владимирович, это мои проблемы, но только вы мямля! Понимаете? Которая не может постоять за себя!;гнев
19dec_K32_2;Кристина Игоревна, давайте не будем сейчас . А чего вы сидели? Вы что самая умная что ли? Так, а там вы что молчали? Что вы наезжаете на меня? Это ваши проблемы, я то тут причем? Да! Я тут причем, скажите? Я тебе реально вмажу сейчас!;гнев
19dec_K41_1;Нет, вы представляете, я сегодня захожу в офис значит, сажусь как ни в чем не бывало на свое рабочее место и тут чувствую чем-то воняет. Знаете, когда вот то ли канализацией, то ли лошадь какая-то прошла. Я поднимаю голову вверх, а у меня на соседнем столе, где нет еще коллеги капает, вот . Я не знаю в общем . Ну да, можно и так сказать. В общем там прорвало трубу и там и там воняет на весь офис… . Вы понимаете самое главное это почистим, но вот это смердящий запах стоит на весь офис . Я просто не проветривается это . Он не уходит никуда.;отвращение
19dec_K41_2;Дерьмо что ли? У нас тоже в офисе этажом выше это от нас что ли? . Да? ;отвращение
19dec_K42_1;Фу, господи. Вы чувствуете какой-то пропастиной воняет это всё? Я просто не могу понять это что? Это не только извините меня, моча это какая-то... навоз какой-то.  фу, госоподи. Слушайте, хорошо что ещё мухи не полетели, и вообще фу... еще лечинки не развились тут. Я просто не понимаю это что никто не убирает что ли?  фу. Ну пожалуйста не каркайте ладно только вот, и так воняет.;отвращение
19dec_K42_2; Неудивительно. . Да, санина это, вы что не видите? . Нам еще долго ехать тут? . Эти разводы мерзкие. . Еще только застрять нам не хватало тут .;отвращение
19dec_K43_1; Фу господи, вообще видите это, здесь сено какое-то и там вот эта слизь какая-то, я не понимаю, это зеленое, харчок это какой-то я не, фу, боже мой. ;отвращение
19dec_K43_2;Вижу, я не слепой. Девушка зачем вы это описываете? Вам приятно что ли? Вы извращенка? И так мерзко. ;отвращение
19dec_K44_1; Сегодня открываю двери, а там трубу прорвало в доме. И вот эта вся слизь и вот какая-то плесень . Там чуть ли . Да! . И вообще там целые куски говна прям понимаете? И это воняет это смердящий запах стоит . Да! Дом старый и канализация и эти трубы эта ржавчина, понимаете? Там чуть ли не личинки плавают. . Я даже не знаю. Там мелкие какие-то штуки, они еще чем-то . Они еще такие слизко-оранжевые. Да отмыть то отмыли, понимаете? Запах.;отвращение
19dec_K44_2;Это потекло еще все. фу. И дом еще старый наверное? .Фу. Вы там отмыли все? Я надеюсь.;отвращение
19dec_K51_1; Подожди, каким начальником? Подожди стоп какие разработки, у нас новый отдел появился? Новый отдел! Подожди, а почему я об этом ничего не знаю!? Ты же только пришел. Подожди, а Константин Сергеевич, его вообще-то должны были на эту должность? Что ты сделал вообще!? Как так получилось? Подожди, стой, ты только вошел в эту компанию и уже какой-то начальник!?;удивление
19dec_K51_2;Меня назначили начальником отдела разработок. . Каким? Главным начальником . Я буду курировать все разработки у нас в компании. Да, нано разработок! Да! . Ну вот так вот. . Этот вопрос ни ко мне. . Да! Главный.;радость
19dec_K52_1;Я не понимаю вообще, откуда этот отдел взялся? Отдел разработок, отлично. А когда? Две недели назад. Вы вообще что там делаете? А почему вы начальник, я не могу понять? Вы же Вы только пришли к нам! ;удивление
19dec_K52_2;Кристина Маратовна, меня назначили начальником отдела. Какой? Отдел разработок. Да, вот, недавно его открыли, и я начальник. Так вот, две недели назад. Что? Начальник. Так откуда я знаю? Спросите.;радость
19dec_K53_1_p1;Какого отдела? Вас?! Вас начальником отдела? Очень интересно, какой это отдел. И что же вы там делать будете? Я, у меня просто Разрабатывать, да? Кто же в этом отделе работать то будет, очень интересно. ;удивление
19dec_K53_1_p2; Как вас Кто там мог назначить? Я не понимаю этого. Вас? Вы же к нам недавно пришли! Подождите, а что за отдел вообще и где он находится? А, отдел разработок? Вас в отдел разработок? Очень интересно кто там будет работать, в этом отделе. А вы что там будете делать? а, начальником вы там будете… ;удивление
19dec_K53_2_p1;Кристина Руслановна, меня назначили начальником отдела. Разработок. Да. Ну да! Так.. Отдел разработок. Разрабатывать что-то будем! Подчиненные, мои. ;радость
19dec_K53_2_p2;Кристина Руслановна, меня назначили начальником отдела разработок. Меня. Ну, назначили! Разработок. Ну да. Кто-кто, люди! Начальником буду! Да!;радость
19dec_K61_1;Ты представляешь, Александра Петровича нашего, на отдыхе. В этот раз он поехал не с женой, а он поехал с любовницей! Так вот! Наш Петька из отдела, он увидел это. Ты понимаешь!? Он выходит просто, ну значит, с утра на пляж и видит это собственными глазами! У того Тот стоит как крыса какая-то, не знает что сделать. Ну да, жена! Но! Да это не важно. Послушай! Ты послушай! Да-да, любовница! Да они целовались стояли! Да я тебе отвечаю! Да он видел сам ;радость
19dec_K61_2;Ну. Да ты че. Ну. Подожди, подожди, как как, какая любовница, он же там уже 30 лет с ней. Но. Да ладно, да быть не может. Да я те, да . Да перестань.;удивление
19dec_K62_1;Родион Владимирович, вы представляете. Мне, значит, Александр из нашего отдела рассказал. Приходит он, ну пообедать в общем в ресторанчик на ланч. Заходит, садиться и за соседним столиком видит нашего начальника, понимаете, Александра Петровича! И у него. Он сидит с женщиной. Ну он сидит, думаю «Так, интересно понаблюдать, что это у него происходит?» Они сидят, значит. Сидят разговаривают, разговаривают, видимо о работе разговаривают. И потом, в какой-то момент у него падает бокал, всё проливается и та ему начинает помогать! И в это время заходит его жена! Понимаешь? Да я клянусь вам! Он! Ну а что она могла подумать?! Ну представьте, проливается бокал. Она начинает подавать салфетку и туда ему рукой! Да я Да я вам отвечаю! И она то пришла! Да не! Да это встреча была!;радость
19dec_K62_2; Угу. Так. Кристина Руслановна, вы правда что ли. А она что подумала? Да ну быть не может. Да он один всегда ходит, прыщавый этот. ;удивление
19dec_K63_1;Родион Владимирович, Саша мне тут рассказывает, представляете? Был на ланче и видит нашего начальника с какой-то девушкой. Они сидят, что-то обсуждают, и в один момент у него падает бокал, проливается ему на штаны. Она берёт салфетку, начинает ему помогать. Ну, вытирать, в общем, промакивать. И в это время заходит его жена. Вы представляете её изумление? Заходит жена и видит эту ситуацию. Что она? Да я, я вам говорю. Да какой гей? Жена у него есть. Ну, у всех геев есть жена. Нет, да я серьезно. Да конечно может, ну как не может? Ну конечно, может и би. Но это неважно. Важно то, что она зашла в тот момент, когда та её салфетку, понимаешь, подавала. Да как. Да с каким Сашей он ходит?;радость
19dec_K63_2;Да. И. Да ладно, быть не может! Да он же гей! Ну какой, эгегей! Да перестань! Да ну ладно! Да быть не может! Он чё, би чтоли? Да я даже представить его не могу! Он с этим, с Сашей то и ходит! Чё Саша заливает то! Ну вот с Которым я вам рассказал. Вот это Саша, Сашенька, Сашок вот этот. ;удивление
19dec_K64_1;Родион Владимирович, меня назначили директором нового нашего отдела! Ну у нас появился новый отдел, по работе с зарубежными клиентами. Ну и решили. Нет. Вы не понимаете. Мы решили развить нашу систему и работать также с зарубежными клиентами. Ну это же круто! Понимаете? И я теперь, так сказать, новый директор этого отдела! Да какой во Владивостоке? Вы не понимаете? Мы сейчас ещё просто набираем ещё команду и, соответственно, я буду начальником этого отдела. ;радость
19dec_K64_2;Какого отдела? Какие зарубежные клиенты? Мы работаем в одном городе. Как? Какой отдел? Мы еле справляемся во Владивостоке здесь. Какой? ;удивление
19dec_N11_1;Январь, февраль, март, апрель, май, июнь, июль, август, сентябрь, октябрь, ноябрь, декабрь. ;нейтраль
19dec_N11_2;А, б, в, г, д, е, ё, ж, з, и, й, к, л, м, н, о, п, р, с, т, у, ф, х, ц, ч, ш, щ, ъ, ь, ы, э, ю, я.;нейтраль
19dec_N12_1;Выхожу из квартиры, захожу в лифт, спускаюсь с шестого этажа на второй, выхожу на лестничную клетку, спускаюсь на первый этаж, перехожу улицу, иду до остановки, жду маршрутку, сажусь в остановку, сажусь в маршрутку, еду до метро, захожу в вагон, еду до станции Таганская, перехожу на малиновую ветку, еду до Кузнецкого моста, выхожу из вагона поднимаюсь по эскалатору на улицу, выхожу на улицу, поворачиваю налево, еще раз налево, захожу в здание. Напротив дома стоит садик, огороженный большим черным забором, вокруг него много машин, мало места, вокруг дома строящиеся здания, дорога, улица, ёлки, на противоположной стороне.;нейтраль
19dec_N12_2;Выхожу из квартиры, сажусь в лифт, спускаюсь до первого этажа, открываю дверь подъезда, иду на остановку, жду маршрутку, еду около пяти тире десяти минут до метро, сажусь в метро, сажусь в середину вагона, еду до метро до Площади Ильича, пересаживаюсь на Римскую, еду до Чкаловской, сажусь в первый вагон, еду до Курской, пересаживаюсь на синюю ветку и еду до станции метро Бауманская, выхожу из метро, иду пешком минут десять и я на месте. Внешняя часть двора узкие парковочные места, много машин, торговый центр, по левую руку, справа маленькие магазинчики, аптеки, на первом этаже, много снега, довольно скользкие дорожки зимой, много людей, к вечеру, по выходным, зелени практически нет.;нейтраль
19dec_N13_1_p1;Беру кастрюлю, ставлю её на плитку, включаю плиту, достаю молоко из холодильника, заливаю молоко, примерно четыреста миллилитров, довожу до кипения, высыпаю крупу, геркулесовую, все это готовлю минут пятнадцать- двадцать, выкладываю кашу на тарелку, добавляю сухофрукты, мед, готово. ;нейтраль
19dec_N13_1_p2;Раздаются карточки «Имаджинариум», каждый получает карту, читает ее и ему дано задание вообразить ту или иную ситуацию, он рассказывает это людям, и человек один должен отгадать, что это за ситуация, которая у него написана на карточке. ;нейтраль
19dec_N13_2_p1;Беру четыре яйца, мою. Разбиваю в сковородку, предварительно масло налив в сковородку. Режу ветчину, тонкими пластинками или кубиками. Кидаю сверху поверх яиц. Беру острый перец чили, нарезаю маленькими ломтиками. Кидаю. Перчу. Жду приготовления. ;нейтраль
19dec_N13_2_p2;Играю камень ножницы бумага. Камень это складываешь руку в кулак. Ножницы - два пальца делаешь как ножницы. И бумага, собственно, просто держишь руку ладонью вниз, ровно выпрямив. Ножницы могут порезать бумагу. Об камень ломаются ножницы. И бумага, помоему выигрывает камень, не помню короче. ;нейтраль
19dec_N14_1;Меня зовут Кристина. Я родилась в городе Новосибирске. Это Сибирь. На берегу реки Обь находится город. До 12 лет прожила там. Далее переехала в Москву, тренировалась, занималась синхронным плаванием. В 17 лет окончила спортивную карьеру, даже чуть раньше. Большой спорт закончила. В 18 лет закончила школу, поступила в театральный институт. Заканчиваю 4 курс. ;нейтраль
19dec_N14_2;Родион Толоконников,двадцать пять лет. Родился в Алмате,в стране Казахстан. А в девяносто первом году,когда развалился Советский Союз. В шестнадцать лет,закончив школу,переехал в Москву,поступил во ВГИК. Окончил его и сейчас работаю актёром театра и кино ;нейтраль
22dec_D11_1;Ой, Кать, ну, ну что ты опять начинаешь? Ну, ну каждый год ты одно и тоже твердишь, каждый год. Все равно же мы полетим. Ну. Перестань, правда, я даже слушать не хочу. Кать, Кать, правда, не нервируй меня, не хочу это слушать, давай. Кать, все не кричи, не кричи, у меня уже уши, в ушах это, звенит. Все. Слушай, посмотри на небо, там синее все, успокойся, успокойся. Ну пусть падают, наш не упадет.;гнев
22dec_D11_2;Равиль, позвонил папа и сказал, что. В общем, в Таиланде опять разбился самолет, слушай, я же тебе говорила, я правда, я не хочу ехать, давайте, давайте лучше съездим на машине, куда-нибудь на речку. Равиль, ну я прошу тебя, ну я не могу, правда, я не поеду, всё. Я не могу. Ну что значит «не нервируй»? Ну каждый раз, мы куда-то хотим поехать, обязательно что-то разбивается, что-то случается, ну я не хочу умереть. Я еще детей хочу родить. Ну, Равиль, ну пожалуйста, ну, ну давай поговорим с ребятами и со всеми. Ну ты понимаешь, что падают самолеты? ;страх
22dec_D12_1; Начинается. Что ты хочешь от меня? Видел. Всё, Кать. Правда. Я знаю, что ты скажешь. Хорошо, что ты предлагаешь? Не лететь что ли? Хорошо не летим. Всё, ну правда Кать. Ну я уже не могу слушать это. Как Ну у меня уже в ушах звенит! Правда, ну перестань. Перестань уже. Ты же знаешь что мы всё равно поедем. Какие игрушки, что да перестань, Кать. Каждый день люди умирают, каждый день! При чем здесь мы? Катя. Катя. ;гнев
22dec_D12_2; Слушай, я только что посмотрела время и в Тайланде опять разбился самолет. Равиль, ну ты видел это? Ты видел там погибло двадцать шесть детей? Они летели просто в лагерь, но они погибли, я , я боюсь. Я не могу. Мне страшно я . Да, не лететь. Мы можем поехать куда угодно, но только давайте не на самолетах, ну правда я боюсь, я не хочу ну мне страшно, Равиль. ну почему вы не можете понять. Ну я же за вас переживаю. Ты понимаешь, что там видны были вот эти вот игрушки, вот эти дети там кучи кучи. Ты знаешь сколько российских туристов погибло? Сорок шесть человек! Сорок шесть! И двадцать шесть детей, ты понимаешь что . И я. Я умру и все, мне страшно я не хочу, я не хочу.;страх
22dec_D13_1;Так, начинается. Кать, давай сразу закроем эту тему? Кать ты каждый год придумываешь одну и ту же отмазку. Слушай, вот я правда . Я даже слушать не хочу, правда, вот не хочу даже слушать. Потому что у меня уже, у меня уже в ушах трещит от твоих постоянных отмазок. Постоянно ты, что-то, как-то у тебя что-то происходит, что-то у тебя кто-то умирает, кто-то взрывается. Я я тебя не слушаю. Не слушаю. Всё, всё. Всё, ты меня начинаешь... Всё Кать, ну правда, я уже начинаю беситься.;гнев
22dec_D13_2;Я только что посмотрела программу Время и там опять упал самолет. Понимаешь? Слушай. До Тайланда лететь девять часов, мне кажется я не смогу. Равиль, мне кажется я просто, правда, не смогу. И ну ты понимаешь я боюсь вот этого вот замкнуттого пространства! Вот этого вот. Мы будем сидеть, а как начинет трясти мне сразу кажется что мы действительно падаем! А там знаешь что показывали? Равиль, там показывали что погибло двадцать шесть детей! Я не хочу! Мне правда страшно! Равиль, я не могу. Я боюсь, пожалуйста. Давайте сдадим мой билет, хорошо. Мы сдадим мой билет.;страх
22dec_D14_1;Кать у тебя каждый год кто-то: падает, взрываются, тонет… Катя, Катя… Катя ! Кать Успокойся, успокойся это не твой самолет был понимаешь! Не твой! Наш - не упадёт. Каждый день летает по тысячи самолетов тысячи ! Ну упало три Ну... Оййй…Да? Ну что я могу поделать ?;гнев
22dec_D14_2;Слушай Равиль я сейчас опять увидела этот сюжет про самолёты, слушай что-то в этом месяце уже третий самолёт падает! Слушай ну тут третий самолёт! Тебе не кажется что ты уже какая-то закономерность! Ты знаешь что я наверное не смогу потому что это девять часов лететь это, это замкнутое пространство это, это вообще это постоянный турбулентность вот это непонятно что, и задержки рейсов. И ты видел ?! Ты видишь что там двадцать шесть детей погибли! Двадцать шесть ! Равиль ! Давай-давай Ну это не мой, а вдруг это будет мой?! Я предлагаю… подожди. Равиль давай мы совсем поговорим и просто , просто поедем куда-нибудь в другое место! Ты ты ты видел сколько человек там было, там ни одного выжившего не осталось ты понимаешь там остались обломки, детские игрушки и вообще эти дети я я не смогу правда мне будет плохо и я не смогу Равиль я не смогу ,я не хочу, я пожалуйста, я прошу тебя давай;страх
22dec_D21_1;Да, ладно! Едем? кайф! Да, да. Да, ладно! Офигеть, офигеть. Ес, ес, ес, ес, ес. Круто круто, круто. А подожди, мы с ночевкой будем? А сколько это стоит? Бесплатно! Просто . Ага, ага. Ну гадов то мы с тобой. Слушай, подожди…;радость
22dec_D21_2;Слушай Равиль я не могу тебе не сказать. Помнишь я тебе говорила что у меня в общем есть один знакомый у которого есть яхта … Помнишь? Слушай я договорилась и мы едем на остров Пипи! Это там где снимали это там где снимали Остров помнишь с Леонардо Ди Каприо это самый красивый остров в Тайланде! Да. Слушай он нам даст свою яхту и мы будем кататься целый день бесплатно! А ещё там кстати будет Да-да ! ну смотри целые сутки у нас! Там будет у нас … Да бесплатно говорюж тебе ! Это мой знакомый ! и в общем у нас будет ужин специальный там типо на морскую тему там будут ловить каких-то гадов и мы будем их пробовать ! и в общем это очень круто все, прикинь ! Надо сказать скорее Танюхе с Сашкой и тогда чтобы и во-первых взять с собой красивый купальник;радость
22dec_D22_1;Да ладно?! Кайф !Фу… ! Я знаю что я сделаю с этими деньгами! мы сделаем театр! мы сделаем наш театр! мы снимем … Офигеть … наконец-то я съезжу в Европу Подожди что мы будем показывать ? Свидание ? Оркестр? Ну сколько? ну ты скажи сколько! Рублей?! ;радость
22dec_D22_2;Слушай Равиль, ты сейчас умрешь! Я всё-таки договорилась с французским театром, и мы едем туда на гастроли!! А самое класное нам заплатят кучу! Кучу! Кучу денег! ты понимаешь?! Ты можешь потом целый год жить и не работать! Что ? Слушай но конечно же мы сделаем театр ! Но самое интересное Нам оплачивают там жильё и нас по возят по провинции Франции бесплатно тоже ! И мы Сыграем на трех площадках придут лучшие режиссеры и говорят придёт агентша которая… Ну что, ну наш спектакль вместо 3-го свидания ! да-да-да и прикинь сколько денег! То есть нам восьмерым актерам заплатят приблизительно ну, ну, по сто тысяч , нам дадут прикинь ! Ну конечно долларов !!!;радость
22dec_D23_1; В Харватию? Слушай, Кать, ну это. Офигеть! Блин, просто, просто то что я хотел, то что я хотел! Два года я ждал этой поездки, два года. Слушай. Две недели Ё моё, слушай. Офигенно, слушай, я просто, я уже представляю как я плаваю в море на яхточке загараю, солнышко, наконец то! Как клево, что ты у меня есть, Кать!;радость
22dec_D23_2;Равиль…Слушай у меня получилось Мы едем в Хорватию наконец-то нам выделяют… Да, нам выделяют две яхты и мы в общем у нас регата, мы берем нашу команду то есть мы ребятам сейчас говорим добро. да-да-да мы две недели! две недели отдыхать будем прикинь! В общем мы берём ребят слушай нам надо только экипировку, все дела. Вот, надо купить определённой ботиночки чтобы не скользили. Да! И мы Прикинь из Хорватии в Италию блин эта еда эта вся вкусната ! Слушай я просто счастлива если честно это удалось, это конечно благодаря моим родителям но они просто супер крутые ;радость
22dec_D31_1;Да я слышал. . Блин жаль конечно. Ну может в следующий раз. Сама то хотела, да? Катюшка…Да..Ладно чё мы то ;грусть
22dec_D31_2;Слушай, ну у меня не получится поехать. Ну, так получилось, что папе с мамой надо уехать, Ну, в общем, пока Темочка учится, мне ещё года 3-4 надо с ним быть. Ну да. Нет, не получится. Я теперь жду родителей, и пока они не вернутся, я буду тут. Я не смогу никуда уехать. Хотела. Ну, вы развлекайтесь, езжайте, и будет клево, наверное.;грусть
22dec_D34_1;Ну неужели ничего не придумать? Мда. Жаль конечно, жаль. Ну десять дней. Чуть чуть задержали бы. Ну а чего, не с кем оставить что ли? С бабушкой. Слушай, ну давай подумаем. Может, что ни будь придумаем. ;грусть
22dec_D34_2;Слушай, ну как я и говорила. В общем родители уезжают, и я остаюсь с Темочкой. Я не смогу поехать. Ну ничего. Они уезжают на четыре года. У папы опять эти командировки. Тема учится, куда я его оставлю? Да ужасно. Я, честно говоря, сама так расстроилась. ну а ребенок то. Ну он же один не останется. Тем более я обещала. Слушай, я обещала. Я прям не могу. Я сама понимаю. И деньги заплатила. Да мне и самой очень хочется поехать. Но. Уже не получиться. Ну чего тут придумаешь. Вы веселитесь, я надеюсь вам понравится. Ну, не знаю. ;грусть
22dec_D35_1; Ну давай что-нибудь придумаем, а? Ну, ну подожди, ну может няньку там какую-нибудь? Слушай, Кать, ну мы же договорились. Ну извини, извини, правда. Я, ну, в смысле я хочу придумать что-то. Подожди, а если с моими оставить? ;грусть
22dec_D35_2;Слушай, в общем, как я и говорила. В общем родители уезжают, я остаюсь с Темой. Я никуда не поеду. Ну а что тут придумать? Ну я правда не знаю. Они уезжают. Ну какую няньку, у меня нет денег правда ни на няньку, ни на что. Я последние деньги отдала на этот отдых. Равиль, ну я понимаю, ну мне и так тяжело. А ты ещё. Ну он же маленький. Да я понимаю, но он же маленький. Я не могу его отставить. А родителям надо. И, в общем, как обычно. Я остаюсь. Ну ты что, ну он же маленький.;грусть
